SCIENTIFIC_NAME	COMMON_NAME	SPECIES_CODE	CATEGORY	TAXON_ORDER	COM_NAME_CODES	SCI_NAME_CODES	BANDING_CODES	ORDER	FAMILY_COM_NAME	FAMILY_SCI_NAME	REPORT_AS	EXTINCT	EXTINCT_YEAR	FAMILY_CODE
Psittiparus gularis x margaritae	Gray-headed x Black-headed Parrotbill (hybrid)	x00815	hybrid	25028	BHPA GHPA	PSGU PSMA	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Psittiparus ruficeps	White-breasted Parrotbill	ruhpar3	species	25029	WBPA	PSRU	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Psittiparus bakeri	Rufous-headed Parrotbill	ruhpar2	species	25030	RHPA	PSBA	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora davidiana	Short-tailed Parrotbill	shtpar3	species	25033	STPA	SUDA	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora fulvifrons	Fulvous Parrotbill	fulpar1	species	25037	FUPA	SUFU	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora nipalensis	Black-throated Parrotbill	bltpar1	species	25042	BTPA	SUNI	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora nipalensis nipalensis/garhwalensis	Black-throated Parrotbill (Black-throated)	bktpar1	issf	25043	BTPA	SUNI	NA	Passeriformes	Parrotbills	Paradoxornithidae	bltpar1	NA	NA	parado1
Suthora nipalensis humii/crocotia	Black-throated Parrotbill (Orange-eared)	bktpar2	issf	25046	BTPA	SUNI	NA	Passeriformes	Parrotbills	Paradoxornithidae	bltpar1	NA	NA	parado1
Suthora nipalensis poliotis/feae	Black-throated Parrotbill (Gray-breasted)	bktpar3	issf	25049	BTPA	SUNI	NA	Passeriformes	Parrotbills	Paradoxornithidae	bltpar1	NA	NA	parado1
Suthora nipalensis ripponi/patriciae	Black-throated Parrotbill (Buff-breasted)	bktpar4	issf	25052	BTPA	SUNI	NA	Passeriformes	Parrotbills	Paradoxornithidae	bltpar1	NA	NA	parado1
Suthora nipalensis beaulieu/kamoli	Black-throated Parrotbill (Black-eared)	bktpar5	issf	25055	BTPA	SUNI	NA	Passeriformes	Parrotbills	Paradoxornithidae	bltpar1	NA	NA	parado1
Suthora verreauxi	Golden Parrotbill	golpar2	species	25058	GOPA	SUVE	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora atrosuperciliaris	Pale-billed Parrotbill	blbpar3	species	25063	PBPA	SUAT	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora conspicillata	Spectacled Parrotbill	spepar2	species	25066	SPPA	SUCO	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora zappeyi	Gray-hooded Parrotbill	gyhpar4	species	25069	GHPA	SUZA	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora ricketti	Eye-ringed Parrotbill	bnwpar1	species	25070	YUPA BWPA ERPA	SURI	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora brunnea	Brown-winged Parrotbill	bnwpar2	species	25071	BWPA	SUBR	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora webbiana	Vinous-throated Parrotbill	vitpar1	species	25074	VTPA	SUWE	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora alphonsiana	Ashy-throated Parrotbill	astpar1	species	25081	ATPA	SUAL	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora webbiana x alphonsiana	Vinous-throated x Ashy-throated Parrotbill (hybrid)	x00467	hybrid	25084	ATPA VTPA	SUAL SUWE	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Suthora przewalskii	Rusty-throated Parrotbill	rutpar2	species	25085	RTPA PRPA	SUPR	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Paradoxornithidae sp.	parrotbill sp.	parrot1	spuh	25086	NA	NA	NA	Passeriformes	Parrotbills	Paradoxornithidae	NA	NA	NA	parado1
Parayuhina diademata	White-collared Yuhina	whcyuh1	species	25088	WCYU	PADI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Staphida everetti	Chestnut-crested Yuhina	chcyuh1	species	25089	CCYU	STEV	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Staphida castaniceps	Striated Yuhina	stryuh1	species	25090	STYU	STCA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Staphida castaniceps [striata Group]	Striated Yuhina (Gray-crowned)	stryuh6	issf	25091	STYU	STCA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	stryuh1	NA	NA	zoster2
Staphida castaniceps castaniceps	Striated Yuhina (Rufous-crowned)	stryuh4	issf	25095	STYU	STCA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	stryuh1	NA	NA	zoster2
Staphida torqueola	Indochinese Yuhina	indyuh1	species	25096	INYU	STTO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Yuhina nigrimenta	Black-chinned Yuhina	blcyuh1	species	25097	BCYU	YUNI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Yuhina brunneiceps	Taiwan Yuhina	taiyuh1	species	25098	TAYU	YUBR	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Yuhina flavicollis	Whiskered Yuhina	whiyuh1	species	25099	WHYU	YUFL	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Yuhina humilis	Burmese Yuhina	buryuh1	species	25105	BUYU	YUHU	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Yuhina bakeri	White-naped Yuhina	whnyuh1	species	25108	WNYU	YUBA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Yuhina gularis	Stripe-throated Yuhina	sttyuh1	species	25109	STYU	YUGU	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Yuhina occipitalis	Rufous-vented Yuhina	ruvyuh1	species	25114	RVYU	YUOC	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Parayuhina/Staphida/Yuhina sp.	yuhina sp.	yuhina1	spuh	25117	NA	NA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Dasycrotapha speciosa	Flame-templed Babbler	fltbab1	species	25118	FTBA	DASP	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Dasycrotapha pygmaea	Visayan Pygmy-Babbler	vispyb1	species	25119	VIPB VPBA	DAPY	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Dasycrotapha plateni	Mindanao Pygmy-Babbler	pygbab1	species	25120	MPBA MIPB	DAPL	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Sterrhoptilus capitalis	Rusty-crowned Babbler	rucbab3	species	25121	RCBA	STCA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Sterrhoptilus dennistouni	Golden-crowned Babbler	gocbab1	species	25125	GCBA	STDE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Sterrhoptilus affinis	Calabarzon Babbler	bkcbab3	species	25126	CABA BCBA	STAF	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Sterrhoptilus nigrocapitatus	Visayan Babbler	bkcbab10	species	25127	VIBA BCBA	STNI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterornis hypogrammicus	Palawan Striped-Babbler	pasbab1	species	25130	PASB PSBA	ZOHY	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterornis striatus	Luzon Striped-Babbler	lusbab1	species	25131	LSBA LUSB	ZOST	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterornis whiteheadi	Chestnut-faced Babbler	chfbab1	species	25132	CFBA	ZOWH	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterornis latistriatus	Panay Striped-Babbler	pasbab2	species	25135	PASB PSBA	ZOLA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterornis nigrorum	Negros Striped-Babbler	nesbab1	species	25136	NSBA NESB	ZONI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Cleptornis marchei	Golden White-eye	goweye1	species	25137	GWEY GOWE	CLMA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Rukia ruki	Truk White-eye	trweye1	species	25138	TWEY TEWE TRWE	RURU	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Rukia longirostra	Long-billed White-eye	lbweye2	species	25139	LBWE	RULO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Megazosterops palauensis	Giant White-eye	giweye1	species	25140	GWEY GIWE	MEPA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia javanica	Javan Gray-throated White-eye	jgtwhe1	species	25141	MWEY MEWE JGTW	HEJA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia pinaiae	Gray-hooded White-eye	gyhwhe1	species	25145	GHWE	HEPI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia squamifrons	Pygmy White-eye	pyweye1	species	25146	PWEY PYWE	HESQ	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia goodfellowi	Mindanao White-eye	minwhe1	species	25147	MWEY MIWE	HEGO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia squamiceps	Streak-headed White-eye	sthwhe1	species	25151	SHWE	HESQ	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia superciliaris	White-browed White-eye	whbwhe1	species	25158	WBWE CBWE	HESU	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia dohertyi	Dark-crowned White-eye	dacwhe1	species	25161	CRWE DCWE CWEY	HEDO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia muelleri	Timor White-eye	timwhe1	species	25164	TWEY SBHE SBWE TIWE	HEMU	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia crassirostris	Flores White-eye	flowhe1	species	25165	TBWE FWEY FLWE TBHE	HECR	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Heleia wallacei	Yellow-spectacled White-eye	ysweye1	species	25166	YSWE YRWE	HEWA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Apalopteron familiare	Bonin White-eye	bonhon1	species	25167	BOWE BWEY	APFA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Tephrozosterops stalkeri	Rufescent White-eye	rufwhe1	species	25170	BIWE RUDA BWEY RUWE RWEY	TEST	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops ceylonensis	Sri Lanka White-eye	ceywhe1	species	25171	SLWE	ZOCE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops nigrorum	Yellowish White-eye	yelwhe1	species	25172	YWEY YEWE	ZONI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops atricapilla	Black-capped White-eye	bkcwhe1	species	25181	BCWE	ZOAT	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops flavilateralis	Pale White-eye	whbwhe3	species	25184	PAWE KWEY KEWE PWEY	ZOFL	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops mbuluensis	Mbulu White-eye	brrwhe9	species	25187	MWEY MBWE	ZOMB	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops erythropleurus	Chestnut-flanked White-eye	cfweye1	species	25188	CFWE	ZOER	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops simplex	Swinhoe's White-eye	swiwhe1	species	25189	SWWE SWEY	ZOSI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops emiliae	Mountain Black-eye	mouble1	species	25195	MOBL MBEY MOBE	ZOEM	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops japonicus	Warbling White-eye	warwhe1	species	25200	WWEY	ZOJA	WAWE	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops simplex/japonicus	Swinhoe's/Warbling White-eye	y00424	slash	25216	WAWE WWEY SWWE SWEY	ZOSI ZOJA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops palpebrosus	Indian White-eye	indwhe1	species	25217	IWEY INWE	ZOPA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops simplex/palpebrosus	Swinhoe's/Indian White-eye	y01105	slash	25225	IWEY INWE SWWE SWEY	ZOPA ZOSI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops meyeni	Lowland White-eye	loweye2	species	25226	LWEY LOWE	ZOME	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops semiflavus	Marianne White-eye	marwhe1	species	25229	MAWE MWEY	ZOSE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	TRUE	1900	zoster2
Zosterops mouroniensis	Comoro White-eye	coweye1	species	25230	MKWE KWEY COWE CWEY KAWE	ZOMO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops olivaceus	Reunion White-eye	reuwhe1	species	25231	ROWE REWE RWEY	ZOOL	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops chloronothos	Mauritius White-eye	mauwhe1	species	25232	MOWE MAWE MWEY	ZOCH	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops borbonicus	Reunion Gray White-eye	maswhe2	species	25233	RGWE	ZOBO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops mauritianus	Mauritius Gray White-eye	maswhe3	species	25234	MGWE	ZOMA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops abyssinicus	Abyssinian White-eye	wbweye1	species	25235	AWEY ABWE	ZOAB	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops socotranus	Socotra White-eye	abywhe1	species	25239	SOWE AWEY SWEY	ZOSO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops melanocephalus	Cameroon Speirops	camspe1	species	25240	CASP MCSP	ZOME	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops stenocricotus	Forest White-eye	afywhe1	species	25241	FWEY AYWE FOWE	ZOST	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops stuhlmanni	Green White-eye	afywhe3	species	25242	AYWE GRWE GWEY	ZOST	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops eurycricotus	Kilimanjaro White-eye	brrwhe8	species	25246	BRWE KWEY KIWE	ZOEU	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops brunneus	Bioko Speirops	fepspe1	species	25247	FPSP BISP	ZOBR	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops poliogastrus	Heuglin's White-eye	heuwhe2	species	25248	HWEY HEWE ETWE EWEY	ZOPO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops poliogastrus poliogastrus	Heuglin's White-eye (Ethiopian)	brrwhe6	issf	25249	HWEY HEWE ETWE EWEY	ZOPO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	heuwhe2	NA	NA	zoster2
Zosterops poliogastrus kaffensis	Heuglin's White-eye (Kaffa)	brrwhe7	issf	25250	HWEY HEWE ETWE EWEY	ZOPO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	heuwhe2	NA	NA	zoster2
Zosterops poliogastrus kulalensis	Heuglin's White-eye (Kulal)	brrwhe5	issf	25251	HWEY HEWE ETWE EWEY	ZOPO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	heuwhe2	NA	NA	zoster2
Zosterops kikuyuensis	Kikuyu White-eye	brrwhe3	species	25252	KWEY KIWE	ZOKI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops ficedulinus	Principe White-eye	satwhe1	species	25253	PRWE PWEY	ZOFI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops griseovirescens	Annobon White-eye	anweye1	species	25254	AWEY ANWE	ZOGR	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops feae	Sao Tome White-eye	satwhe2	species	25255	STWE	ZOFE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops lugubris	Black-capped Speirops	blcspe1	species	25256	BCSP	ZOLU	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops leucophaeus	Principe Speirops	prispe1	species	25257	PRSP	ZOLE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops silvanus	Taita White-eye	brrwhe4	species	25258	TWEY TAWE	ZOSI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops senegalensis	Northern Yellow White-eye	afywhe2	species	25259	AYWE NYWE	ZOSE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops senegalensis senegalensis/demeryi	Northern Yellow White-eye (senegalensis/demeryi)	noywhe1	issf	25260	AYWE NYWE	ZOSE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	afywhe2	NA	NA	zoster2
Zosterops senegalensis [quanzae Group]	Northern Yellow White-eye (quanzae Group)	noywhe2	issf	25263	AYWE NYWE	ZOSE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	afywhe2	NA	NA	zoster2
Zosterops senegalensis jacksoni/gerhardi	Northern Yellow White-eye (jacksoni/gerhardi)	noywhe3	issf	25267	AYWE NYWE	ZOSE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	afywhe2	NA	NA	zoster2
Zosterops stuhlmanni/senegalensis	Green/Northern Yellow White-eye	y00444	slash	25270	GRWE AYWE NYWE GWEY	ZOST ZOSE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops pallidus	Orange River White-eye	capwhe6	species	25271	ORWE	ZOPA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops winifredae	South Pare White-eye	brrwhe10	species	25272	SPWE	ZOWI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops virens	Cape White-eye	capwhe2	species	25273	CAWE CWEY	ZOVI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops virens capensis	Cape White-eye (Cape)	capwhe4	issf	25274	CWEY CAWE	ZOVI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	capwhe2	NA	NA	zoster2
Zosterops virens virens	Cape White-eye (Green)	capwhe5	issf	25275	CAWE CWEY	ZOVI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	capwhe2	NA	NA	zoster2
Zosterops pallidus x virens	Orange River x Cape White-eye (hybrid)	x00968	hybrid	25276	ORWE CAWE CWEY	ZOPA ZOVI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops pallidus/virens	Orange River/Cape White-eye	y01154	slash	25277	ORWE CWEY CAWE	ZOPA ZOVI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops anderssoni	Southern Yellow White-eye	afywhe4	species	25278	AYWE SYWE	ZOAN	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops vaughani	Pemba White-eye	peweye1	species	25282	PWEY PEWE	ZOVA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops modestus	Seychelles White-eye	seywhe1	species	25283	SEWE SWEY	ZOMO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops anjuanensis	Anjouan White-eye	anjwhe1	species	25284	AWEY ANWE MWEY	ZOAN	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops comorensis	Moheli White-eye	mohwhe1	species	25285	MOWE MWEY	ZOCO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops maderaspatanus	Malagasy White-eye	madwhe1	species	25286	MAWE MWEY	ZOMA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops kirki	Kirk's White-eye	kirwhe1	species	25290	KWEY KIWE	ZOKI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops mayottensis	Mayotte White-eye	maywhe1	species	25291	MAWE CSWE MWEY	ZOMA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops aldabrensis	Aldabra White-eye	aldwhe1	species	25292	AWEY MWEY ALWE	ZOAL	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops chloris	Lemon-bellied White-eye	yebwhe1	species	25293	LBWE	ZOCH	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops meratusensis	Meratus White-eye	merwhe1	species	25298	MWEY MEWE	ZOME	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops flavissimus	Wakatobi White-eye	lebwhe2	species	25299	WWEY WAWE LBWE	ZOFL	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops atrifrons	Black-crowned White-eye	bcweye2	species	25300	BCWE	ZOAT	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops nehrkorni	Sangihe White-eye	sanwhe1	species	25305	SAWE SWEY	ZONE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops somadikartai	Togian White-eye	togwhe1	species	25306	TWEY TOWE	ZOSO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops consobrinorum	Sulawesi White-eye	sulwhe1	species	25307	PBWE SWEY SUWE	ZOCO	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops anomalus	Black-ringed White-eye	bkrwhe1	species	25308	BRWE	ZOAN	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops minor	Black-fronted White-eye	bfweye1	species	25309	BFWE GFFW BFFW	ZOMI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops minor [chrysolaemus Group]	Black-fronted White-eye (Black-fronted)	bkfwhe1	issf	25310	GFFW BFWE BFFW	ZOMI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	bfweye1	NA	NA	zoster2
Zosterops minor minor/rothschildi	Black-fronted White-eye (Green-fronted)	bkfwhe2	issf	25315	GFFW BFFW GFWE BFWE	ZOMI	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	bfweye1	NA	NA	zoster2
Zosterops meeki	Tagula White-eye	wtweye1	species	25318	TAWE TWEY	ZOME	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops dehaani	Morotai White-eye	crtwhe2	species	25319	MOWE CTWE MWEY	ZODE	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops atriceps	Cream-throated White-eye	crtwhe1	species	25320	CTWE	ZOAT	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops atriceps fuscifrons	Cream-throated White-eye (Halmahera)	crtwhe3	issf	25321	CTWE	ZOAT	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	crtwhe1	NA	NA	zoster2
Zosterops atriceps atriceps	Cream-throated White-eye (Bacan)	crtwhe4	issf	25322	CTWE	ZOAT	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	crtwhe1	NA	NA	zoster2
Zosterops [undescribed Obi form]	Obi White-eye (undescribed form)	obiwhe1	form	25323	OWEY	NA	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
Zosterops buruensis	Buru White-eye	burwhe1	species	25324	BWEY BUWE	ZOBU	NA	Passeriformes	White-eyes, Yuhinas, and Allies	Zosteropidae	NA	NA	NA	zoster2
